Depth,ROP(1 ft),WOB (k-lbs),Temp Out( degF),Temp In(degF),Pit Total (bbls),Pump Press (psi),ROP(1 min),Hookload (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gpm),Flow Out %,WH Pressure (psi),H2S Floor,H2S Cellar,H2S Pits
4809.8,11.76,19.71,112.36,102.08,223.52,1378.41,12.44,92.08,224.42,57.98,582.31,66.62,-3.21,-0.05,0.02,0.34
4810.81,11.62,20.14,112.36,102.08,221.98,1376.14,11.45,91.65,219.31,60.08,589.21,70.3,-3.21,-0.05,0.02,0.35
4811.82,10.96,17.71,112.36,102.08,222.68,1316.28,10.87,94.08,226.67,59.75,592.45,81.64,-3.21,-0.04,0.01,0.34
4812.83,11.8,19.08,112.36,102,222.51,1307.19,10.53,92.71,214.58,56.66,570.89,75.24,-3.59,-0.06,0,0.33
4813.84,10.37,18.22,112.4,101.97,222.18,1331.44,9.81,93.57,215.3,55.47,581.67,66.48,-3.21,-0.05,0.01,0.33
4814.85,13.47,19.59,112.4,102.08,222.03,1372.35,12.63,92.2,223.04,57.09,586.41,66.1,-3.21,-0.05,0.01,0.35
4815.85,10.42,35.34,113.39,102.31,218.09,1361.74,13.84,76.45,56.17,0,541.36,64.55,-3.97,-0.05,0,0.34
4816.87,9.56,35.77,113.2,102.35,217.09,1329.16,10.23,76.02,58.61,0,540.5,67.05,-3.97,-0.05,0.01,0.34
4817.88,10.08,39.22,113.08,102.42,219.38,1317.8,14.54,72.57,42.1,0,538.78,67.42,-3.97,-0.05,0.01,0.33
4818.9,6.6,32.49,113.08,102.58,217.63,1285.22,5.93,79.3,42.79,0,535.76,78.16,-4.35,-0.05,-0.01,0.34
4819.91,7.2,31.89,113.08,102.54,217.34,1285.22,7.05,79.9,40.39,0,542.44,75.52,-3.97,-0.05,0,0.34
4820.92,6.61,29.64,113.2,102.39,218.79,1439.02,6.71,82.15,38.59,0,577.57,71.94,-4.35,-0.06,0,0.34
4821.93,9.59,34.96,113.16,102.54,218.05,1388.26,10.07,76.83,35.89,0,605.16,77.26,-4.35,-0.06,-0.01,0.34
4822.94,7.53,35,113.27,103.07,218.92,1389.77,9.11,76.79,36.8,0,610.12,79.53,-4.35,-0.06,-0.01,0.35
4823.95,7.8,35.04,113.31,102.73,225,1455.69,8.23,76.75,40.39,0,587.27,67.56,-3.97,-0.06,0,0.35
4824.96,7.27,33.3,113.31,102.27,231.97,1528.42,6.54,78.49,33.1,0,598.7,70.62,-3.97,-0.06,-0.01,0.37
4825.96,9.02,36.02,113.43,102.19,235.11,1438.26,8.82,75.77,34.55,0,587.27,82.16,-3.97,-0.06,0,0.35
4826.97,7.48,9.11,112.63,102.73,234.22,1448.87,2.02,102.68,193.23,58.5,605.16,68.93,-2.82,-0.06,0,0.38
4827.98,6.95,9.92,112.32,102.69,233.1,1397.35,6.3,101.87,203.75,56.09,603.44,72.46,-2.44,-0.05,-0.02,0.41
4828.99,7.23,9.84,112.36,102.27,233.8,1379.92,1.48,101.95,0,53,613.57,78.54,-3.21,-0.07,-0.01,0.44
4830,7.01,10.73,112.51,102.19,233.66,1397.35,7.92,101.06,113.59,54.62,601.5,69.87,-2.82,-0.07,-0.02,0.43
4831.01,6.44,9.62,112.51,102.19,233.4,1411.74,4.74,102.17,115.19,55.29,623.27,82.35,-2.82,-0.07,-0.01,0.43
4832.02,8.4,9.75,112.4,102.23,233.78,1495.08,4.91,102.04,112.29,57.79,627.15,74.39,-2.44,-0.06,-0.02,0.42
4833.03,7.07,9.62,112.43,102.27,234.55,1677.67,5.3,102.17,112.67,56.79,626.93,80.56,-2.44,-0.07,-0.01,0.42
4834.04,5.33,9.11,112.55,102.35,234.73,1418.56,4.96,102.68,101.96,57.61,621.76,86.35,-2.06,-0.06,0,0.4
4835.05,6.95,10.99,112.66,102.31,235.69,1645.09,7.01,100.8,94.98,61.52,635.77,74.11,-1.68,-0.06,0,0.38
4836.06,6.15,10.73,112.78,102.27,235.94,1511.75,5.82,101.06,103.83,62.03,623.05,70.34,-1.3,-0.07,0,0.37
4837.08,7.99,11.16,112.78,101.66,237.19,1432.2,5.92,100.63,106.11,58.56,605.81,66.25,-0.92,-0.07,0,0.33
4838.09,11.8,19.42,111.86,98.92,237.47,1634.49,10.68,92.37,116.67,54.56,629.74,74.72,-0.16,-0.07,0.01,0.31
4839.1,8.42,14.65,111.71,99.37,239.16,1445.84,8.68,97.14,110,62.77,621.55,78.07,0.23,-0.07,0.01,0.28
4840.12,7.37,14.31,111.79,100.75,239.66,1417.81,5.83,97.48,106.3,63.62,601.09,77.22,0.23,-0.07,0.01,0.27
4841.13,7.62,13.16,111.94,100.86,240.87,1456.44,8.94,98.63,102.53,64.63,624.57,77.97,0.61,-0.06,0.02,0.26
4842.14,8.91,14.73,111.94,100.78,242.21,1421.59,12.06,97.06,109.7,61.52,626.94,84,0.99,-0.07,0.01,0.26
4843.15,8.32,14.56,111.98,100.86,242.37,1395.08,6.99,97.23,112.9,63.41,636.2,80.75,0.99,-0.07,0.01,0.26
4844.16,8.11,14.65,112.02,100.94,242.9,1379.92,8.84,97.14,111.15,62.55,620.69,86.49,1.37,-0.07,0.01,0.25
4845.16,6.33,30.57,113.04,100.29,248.63,1424.62,9.34,81.22,18.16,0,614.43,82.35,1.75,-0.08,0.03,0.23
4846.17,6.87,31.34,112.55,100.9,248.38,1435.99,6.12,80.45,18.77,0,604.95,86.21,2.13,-0.07,0.03,0.23
4847.18,7.21,33.51,112.32,101.2,249.19,1451.14,6.19,78.28,17.97,0,601.28,78.58,1.75,-0.07,0.03,0.24
4848.19,7.07,32.23,112.24,101.28,250.78,1501.9,7.24,79.56,17.24,0,595.25,69.59,1.75,-0.07,0.04,0.24
4849.2,9.51,35.34,112.24,101.32,251.47,1693.58,13.52,76.45,17.13,0,618.09,65.3,2.13,-0.07,0.03,0.23
4850.21,7.49,33.81,112.24,101.24,252.6,1584.48,6.91,77.98,17.66,0,617.02,75.76,2.51,-0.07,0.03,0.24
4851.22,8.29,33.72,112.21,101.17,253.18,1450.38,8.62,78.07,17.82,0,608.61,80.56,2.13,-0.08,0.03,0.23
4852.23,6.65,33.72,112.21,101.13,255.15,1530.69,5.69,78.07,17.05,0,609.26,71.43,2.13,-0.07,0.04,0.22
4853.23,9.85,36.62,112.21,101.09,256.34,1508.72,10.35,75.17,17.28,0,601.07,71.85,2.13,-0.07,0.03,0.23
4854.24,6.99,35.94,112.21,100.97,257.71,1485.23,4.6,75.85,16.94,0,600.85,66.29,2.51,-0.07,0.04,0.22
4855.25,6.91,36.58,112.17,100.97,259.75,1632.97,7.49,75.21,16.41,0,613.14,71.24,2.51,-0.07,0.04,0.22
4856.26,5.45,33.21,112.09,100.94,259.91,1550.39,6.05,78.58,17.17,0,600.64,82.12,2.51,-0.07,0.03,0.21
4857.27,6.2,31.51,112.09,100.94,259.55,1449.63,4.36,80.28,18.5,0,602.14,79.05,2.51,-0.08,0.03,0.21
4857.27,6.2,31.51,112.09,100.94,259.55,1449.63,4.36,80.28,18.5,0,602.14,79.05,2.51,-0.08,0.03,0.21
4858.28,6.6,35.77,112.02,101.09,259.06,1515.54,6.94,76.02,17.63,0,600.64,68.32,2.89,-0.08,0.04,0.22
4859.29,5.71,35.47,112.02,101.36,259.4,1709.49,6.94,76.32,17.36,0,621.54,74.39,2.89,-0.07,0.04,0.2
4860.3,5.12,34.83,112.05,101.2,258.78,1448.87,6.16,76.96,17.7,0,610.33,71.19,2.89,-0.07,0.04,0.18
4861.31,6.01,34.91,112.02,101.05,258.13,1664.79,6.1,76.87,17.09,0,616.15,69.4,3.28,-0.07,0.03,0.19
4862.32,5.6,33.85,111.98,101.05,256.98,1495.84,5.53,77.94,17.09,0,621.76,66.25,3.28,-0.07,0.04,0.19
4863.34,7.53,36.36,111.94,100.97,256.41,1487.51,7.55,75.43,16.83,0,617.88,70.62,3.28,-0.07,0.04,0.18
4864.34,8.57,19.03,111.41,101.09,255.73,1464.78,8.31,92.76,92.81,38.88,631.67,71.33,3.66,-0.07,0.04,0.19
4865.35,7.46,17.24,111.21,101.05,255.31,1486.75,6.7,94.54,85.37,37.2,627.58,71.9,3.66,-0.07,0.03,0.19
4866.36,8.9,17.63,111.1,101.01,255.36,1433.72,8.23,94.16,92.73,41.1,617.66,71.57,3.66,-0.07,0.06,0.21
4867.37,7.48,18.18,111.02,100.9,256.67,1492.05,7.66,93.61,92.96,35.25,619.17,71.8,3.66,-0.07,0.06,0.2
4868.38,7.12,17.2,111.14,100.9,255.73,1429.93,5.82,94.59,99.79,30.24,624.99,80.7,3.66,-0.07,0.05,0.21
4869.39,6.53,17.71,111.29,100.9,255.31,1440.53,6.37,94.08,97.88,31.34,624.34,78.02,3.66,-0.07,0.03,0.2
4870.4,7.23,17.71,111.33,100.86,254.92,1439.78,7.51,94.08,100.05,30.3,619.6,82.44,3.66,-0.07,0.03,0.2
4871.41,6.71,17.88,111.37,100.82,254.6,1445.08,6.14,93.91,99.18,31.01,632.54,76.98,3.66,-0.07,0.05,0.19
4872.43,7.34,19.33,111.33,100.75,254.11,1576.15,8.03,92.46,98.07,30.67,633.61,73.92,4.04,-0.07,0.04,0.19
4873.44,6.88,16.61,111.37,100.67,253.17,1408.71,4.24,95.18,98.15,30.64,617.45,80.89,4.04,-0.07,0.05,0.18
4874.44,5.67,19.8,111.33,100.52,253.03,1456.44,5.9,91.99,95.59,30.46,629.52,73.07,4.04,-0.07,0.04,0.18
4875.46,9.02,22.87,111.33,100.48,252.65,1585.24,7.51,88.92,100.78,43.61,626.5,74.3,4.42,-0.07,0.03,0.17
4876.47,8.5,26.48,116.63,94.49,249.8,1558.72,7.96,85.31,41.57,0,590.29,80.14,-3.59,-0.07,0.02,0.31
4877.48,7.99,26.36,119.34,98.84,250.23,1574.63,8.51,85.43,37.49,0,588.78,84.71,-3.59,-0.06,0.02,0.33
4878.49,9.44,26.44,117.73,101.85,252.09,1386.74,9.66,85.35,38.82,0,593.74,69.02,-3.59,-0.07,0.02,0.31
4879.5,12.35,26.19,116.7,103.11,251.87,1360.23,10.52,85.6,39.62,0,585.98,79.62,-3.59,-0.07,0,0.31
4880.51,8.23,26.4,116.17,104.18,251.74,1363.26,8.04,85.39,40.16,0,590.94,81.36,-3.97,-0.06,0.02,0.32
4881.52,9.5,28.53,116.13,104.29,252.08,1358.71,7.35,83.26,40.96,0,589,79.34,-3.59,-0.06,0.01,0.32
4882.54,9.83,29.68,116.09,104.56,251.68,1589.03,8.57,82.11,42.94,0,652.36,78.72,-3.59,-0.06,0.01,0.32
4883.55,11.06,32.49,116.7,105.02,250.71,1730.7,10.32,79.3,41.38,0,649.56,85.04,-3.97,-0.07,0.01,0.31
4884.56,10.32,30.57,116.86,105.59,250.24,1564.03,11.52,81.22,42.79,0,641.59,86.49,-4.35,-0.06,0,0.32
4885.57,12.57,25.68,116.36,106.05,250.11,1887.53,5,86.11,172.49,48.46,658.4,78.44,-3.59,-0.05,0,0.32
4886.58,12.19,23.25,116.13,106.2,249.78,1660.24,12.14,88.54,167,47.66,644.17,85.04,-3.59,-0.07,-0.01,0.32
4887.59,13.17,22.78,115.94,106.24,249.35,1558.72,12.93,89.01,179.01,43.67,645.68,81.64,-3.21,-0.06,0,0.33
4888.6,13.12,23.72,115.83,106.24,249.09,1586,14.05,88.07,179.92,44.19,633.83,78.16,-3.21,-0.06,0,0.33
4889.61,17.23,24.91,115.79,106.2,248.97,1926.93,16.82,86.88,185.45,45.47,661.2,81.5,-3.21,-0.06,0,0.31
4890.62,13.12,10.94,116.02,106.12,249.03,1795.1,3.95,100.85,187.17,44.86,658.18,78.63,-2.82,-0.05,0.01,0.31
4891.63,9.06,10.94,116.32,106.27,248.73,1781.46,9.09,100.85,186.33,42.08,646.33,85.32,-2.44,-0.06,0.02,0.31
4892.64,7.88,10.6,116.59,106.69,247.08,1532.96,6.44,101.19,173.14,47.66,667.67,72.74,-2.44,-0.06,0.02,0.31
4893.65,5.78,10.05,116.86,107.04,247.33,1606.45,5.88,101.74,180.99,45.22,670.25,73.83,-2.06,-0.06,0,0.29
4894.66,7.3,10.86,117.09,107.42,247.63,1557.21,6.85,100.93,184.61,47.51,664.43,80.61,-2.06,-0.06,0,0.31
4895.67,6.53,11.33,117.39,107.3,247.09,1751.16,6.27,100.46,172.26,47.27,666.16,75.52,-1.3,-0.07,0,0.32
4896.68,6.93,11.58,117.43,107.27,246.18,1563.27,6.49,100.21,179.54,46.72,653.44,82.59,-1.3,-0.06,0.02,0.33
4897.69,6.52,13.07,117.47,107.49,245.54,1789.04,5.71,98.72,168.11,47.48,659.48,82.49,-0.92,-0.07,0,0.34
4898.7,6.09,11.16,117.58,107.65,241.32,1547.36,6.21,100.63,173.06,44.64,653.23,90.45,-0.92,-0.07,-0.02,0.35
4899.71,6.49,13.5,117.7,107.27,237.27,1897.38,5.92,98.29,165.63,45.65,665.3,84.71,-0.54,-0.06,0,0.33
4900.72,7.48,12.31,117.77,107.07,240.11,1565.54,6.95,99.48,166.89,47.7,654.95,80.8,-0.16,-0.06,0,0.35
4901.73,7.2,11.45,117.73,107,241.38,1595.09,6,100.34,164.06,46.44,639.65,72.84,0.23,-0.06,0,0.35
4902.74,7.15,13.07,117.62,106.96,241.01,1604.18,8.46,98.72,176.8,46.05,661.85,76.23,0.23,-0.06,0,0.34
4903.75,7.69,16.14,117.58,106.92,239.6,1939.05,7.72,95.65,180.5,46.11,664.22,75.48,0.61,-0.07,-0.01,0.33
4904.76,7.62,14.01,117.7,107.04,241.44,1697.37,0.18,97.78,183.77,62.86,667.24,72.79,0.61,-0.06,0,0.32
4904.76,7.62,14.01,117.7,107.04,241.44,1697.37,0.18,97.78,183.77,62.86,667.24,72.79,0.61,-0.06,0,0.32
4905.77,6.98,14.65,117.62,106.92,242.96,1618.58,7.41,97.14,187.63,59.69,640.94,76.23,0.61,-0.07,0.01,0.33
4906.78,12.03,33.42,117.66,104.9,243.99,1658.73,12.7,78.37,31.35,0,635.34,66.86,0.99,-0.08,0.02,0.31
4907.79,10.66,35.13,118,105.36,244.95,1648.12,11.06,76.66,30.74,0,656.24,67.47,0.99,-0.07,0,0.31
4908.79,9.98,34.83,118.23,105.82,245.27,1650.4,9.13,76.96,29.94,0,635.12,69.49,1.37,-0.08,0.01,0.3
4909.8,12.07,36.36,117.51,105.36,246.81,1452.66,3.36,75.43,32.08,0,0,79.57,1.37,-0.07,0.02,0.3
4910.81,10.83,38.58,117.24,105.51,246.63,1708.73,9.92,73.21,31.85,0,0,74.11,1.37,-0.07,0.02,0.27
4911.86,9.22,37.38,117.12,105.63,245.7,1475.38,7.94,74.41,30.74,0,605.62,72.23,1.75,-0.08,0.03,0.28
4912.9,10.2,36.49,117.09,105.66,245.84,1484.48,10.96,75.3,30.89,0,622.85,71.61,1.75,-0.08,0.01,0.26
4913.91,9.54,36.75,116.97,105.51,245.9,1451.9,8.75,75.04,29.64,0,617.89,85.55,1.75,-0.07,0.02,0.25
4914.93,10.05,37.6,116.82,105.47,246.81,1450.38,9.26,74.19,28.76,0,617.89,84.19,1.75,-0.08,0.03,0.25
4915.94,7.59,16.73,115.83,103.99,248.17,1470.84,2.66,95.06,150.19,26.52,599.34,73.03,2.89,-0.07,0.03,0.24
4916.95,7.6,18.91,115.41,104.33,247.84,1733.73,8.88,92.88,149.42,29.72,629.09,78.54,2.89,-0.07,0.04,0.24
4917.96,7.28,19.03,115.22,104.44,247.35,1757.98,7.4,92.76,0,30.98,625.64,68.79,2.51,-0.08,0.03,0.23
4918.97,11.65,22.69,115.22,104.41,247.67,1425.38,9.38,89.09,0,31.19,612.92,80.99,2.51,-0.07,0.04,0.22
4919.98,9.33,23.89,115.22,104.37,247.53,1427.65,9.85,87.9,0,28.17,618.53,81.74,2.51,-0.08,0.03,0.22
4920.99,9.68,23.84,115.14,104.29,247.48,1739.79,10.56,87.95,0,27.53,624.13,74.35,2.51,-0.07,0.04,0.22
4922,11.49,23.5,115.07,104.22,246.89,1469.32,10.66,88.29,105.58,26.55,621.11,79.05,3.28,-0.07,0.05,0.21
4923.01,10.05,22.82,115.03,104.06,246.47,1441.29,9.8,88.97,125.6,28.72,621.54,83.34,3.28,-0.07,0.05,0.21
4924.03,10.7,22.4,115.03,104.02,246.24,1435.99,9.9,89.39,120.83,29.05,616.59,83.81,3.28,-0.07,0.03,0.2
4925.04,10.14,24.1,114.99,104.06,246.81,1660.24,10.32,87.69,119.95,30.98,607.1,82.87,3.28,-0.07,0.04,0.21
4926.05,12.12,22.48,114.95,104.18,246.31,1431.44,11.44,89.31,113.82,32.5,614.86,86.02,3.28,-0.07,0.03,0.2
4927.08,10.31,21.8,114.91,104.1,243.96,1425.38,10.55,89.99,120.33,31.43,611.41,84.14,2.89,-0.07,0.04,0.22
4928.09,10.49,22.48,114.87,104.1,242.28,1427.65,10.56,89.31,121.71,30.58,598.91,81.17,2.89,-0.07,0.05,0.21
4929.1,9.47,22.95,114.87,104.1,242.6,1460.23,9.05,88.84,121.67,32.68,598.7,72.98,2.89,-0.07,0.05,0.21
4930.11,9.52,22.61,114.84,104.18,243.05,1482.2,10.31,89.18,121.4,30.73,622.4,66.72,2.89,-0.07,0.03,0.22
4931.12,8.84,23.16,114.87,104.18,242.83,1617.06,8.14,88.63,124.34,30.12,617.23,68.84,2.89,-0.07,0.04,0.21
4932.13,9.61,21.25,114.87,104.29,243.02,1470.08,9.17,90.54,1.92,28.6,604.08,69.4,2.51,-0.07,0.06,0.22
4933.14,10.65,23.29,114.87,104.22,241.94,1429.17,10.15,88.5,119,28.6,618.74,79.1,2.89,-0.07,0.05,0.23
4934.15,9.88,21.29,114.87,104.25,241.44,1409.47,10.2,90.5,118.81,32.35,610.55,84,3.28,-0.07,0.06,0.22
4935.16,10.75,22.74,114.87,104.06,241.74,1457.96,10.81,89.05,123.88,30.79,619.82,73.36,3.28,-0.07,0.04,0.22
4936.17,11.28,22.57,114.87,104.18,241.5,1482.96,11.23,89.22,126.82,30.52,621.97,69.26,3.28,-0.07,0.04,0.21
4937.18,10.43,23.97,114.91,104.25,241.53,1700.4,10.45,87.82,123.31,33.63,608.61,78.72,3.28,-0.07,0.05,0.21
4938.19,9.99,24.06,114.95,104.33,241.94,1737.52,9.19,87.73,125.79,33.63,624.34,80.04,3.28,-0.07,0.05,0.22
4939.2,9.25,34.19,115.83,103.38,242.39,1731.46,9.58,77.6,21.25,0,618.53,73.59,3.28,-0.07,0.05,0.21
4940.21,10.79,35.6,115.98,103.76,242.56,1516.3,9.93,76.19,19.95,0,601.93,74.35,3.28,-0.07,0.03,0.2
4941.21,9.36,36.02,115.79,104.18,243.33,1630.7,9.02,75.77,20.37,0,601.28,86.21,3.66,-0.07,0.03,0.21
4941.21,9.36,36.02,115.79,104.18,243.33,1630.7,9.02,75.77,20.37,0,601.28,86.21,3.66,-0.07,0.03,0.21
4942.23,8.75,35,115.79,104.41,243.45,1460.23,8.08,76.79,21.09,0,591.58,71.47,3.66,-0.07,0.04,0.22
4943.23,8.7,35.26,115.68,104.52,243.16,1442.05,7.64,76.53,20.29,0,594.39,75.19,3.66,-0.07,0.03,0.2
4944.24,9.36,36.02,115.6,104.44,242.82,1464.02,8.17,75.77,19.3,0,613.78,74.2,3.66,-0.08,0.04,0.21
4945.25,9.04,36.15,115.56,104.29,242.7,1455.69,8.77,75.64,18.96,0,592.66,72.18,3.66,-0.07,0.03,0.21
4946.26,8.78,35.64,115.48,104.22,243.02,1411.74,8.69,76.15,18.77,0,592.23,75.9,4.04,-0.07,0.04,0.19
4947.27,5.03,23.63,115.33,104.06,242.89,1466.29,2.12,88.16,109.62,9.31,593.09,67.71,4.8,-0.07,0.06,0.18
4948.28,9.17,24.87,114.95,103.91,241.86,1470.84,9.98,86.92,119.84,23.78,594.6,67.28,4.8,-0.07,0.05,0.18
4949.29,8.63,23.38,114.65,103.91,241.51,1439.02,7.61,88.41,126.51,28.23,611.63,81.27,4.8,-0.07,0.04,0.18
4950.3,9.13,23.5,114.34,103.72,241.82,1433.72,8.38,88.29,123.04,31.46,603.22,82.92,5.18,-0.07,0.05,0.17
4951.31,8.4,23.93,114.26,103.64,242.11,1468.57,7.38,87.86,122.74,30.64,621.11,80.47,5.18,-0.07,0.05,0.17
4952.32,9.13,24.4,114.23,103.61,242.75,1442.81,9.46,87.39,121.63,28.87,613.35,84.14,5.18,-0.07,0.05,0.16
4953.33,9.49,25.04,114.23,103.61,242.78,1695.09,8.85,86.75,123.73,28.87,623.48,72.93,5.18,-0.07,0.04,0.16
4954.34,9.23,23.25,114.3,103.72,242.94,1460.23,9.75,88.54,121.82,24.14,610.77,83.48,5.18,-0.07,0.05,0.17
4955.35,10.33,24.53,114.34,103.64,243.3,1541.3,9.56,87.26,122.36,28.78,621.33,82.73,5.18,-0.07,0.05,0.17
4956.36,9.69,24.44,114.38,103.64,244.21,1472.35,9.4,87.35,118.62,29.3,605.59,75.38,5.56,-0.07,0.06,0.17
4957.37,10.54,25.29,114.38,103.68,244.06,1476.9,10.43,86.5,124.15,31.28,624.34,76.65,5.18,-0.07,0.05,0.15
4958.38,9.49,23.8,114.34,103.64,244.78,1435.99,8.68,87.99,123.08,27.89,614,91.11,5.56,-0.07,0.05,0.15
4959.39,10.63,24.82,114.38,103.8,244.14,1470.08,10.73,86.97,121.1,28.47,634.91,75.52,5.56,-0.07,0.04,0.14
4960.4,9.77,23.55,114.46,103.99,242.59,1416.29,8.86,88.24,120.75,27.35,628.87,88.24,5.56,-0.07,0.05,0.17
4961.41,9.32,24.7,114.53,103.91,243.07,1429.93,9.42,87.09,124.72,26,616.37,82.92,5.56,-0.07,0.05,0.14
4962.42,10.29,25.29,114.53,103.99,243.02,1441.29,9.65,86.5,124.64,26.37,610.12,67.75,5.56,-0.07,0.06,0.15
4963.43,9.07,23.84,114.49,103.95,243.27,1445.08,9.08,87.95,120.75,29.57,614.43,80.61,5.56,-0.07,0.05,0.16
4964.44,10,23.72,114.68,103.95,243.48,1441.29,8.92,88.07,118.7,25.67,622.19,89.79,5.56,-0.07,0.05,0.16
4965.45,9.95,24.99,114.68,104.02,243.54,1489.78,9.4,86.8,125.94,29.18,627.58,72.74,5.56,-0.07,0.07,0.16
4966.46,10.06,23.76,114.65,104.02,242.99,1460.23,9.46,88.03,125.82,27.19,603.44,75.57,5.56,-0.07,0.04,0.16
4967.47,10.06,22.95,114.57,103.99,243.13,1443.56,8.55,88.84,123.73,24.9,609.04,80.99,5.18,-0.07,0.02,0.17
4968.48,12,23.12,114.57,103.99,243.22,1432.96,12.86,88.67,124.11,22.65,602.58,82.02,5.18,-0.07,0.05,0.16
4969.49,15.08,24.65,114.53,104.02,243.34,1446.6,14.02,87.14,120.33,25.45,610.12,83.72,5.18,-0.07,0.04,0.16
4970.7,12,37.85,114.72,102.27,243.99,1522.36,0,72.7,21.74,0,614.86,74.49,4.8,-0.08,0.05,0.15
4971.71,8.96,36.83,115.14,103.03,242.62,1798.89,8.41,73.72,20.83,0,627.15,75.1,4.8,-0.07,0.06,0.17
4972.72,10.17,36.49,115.6,103.76,243.52,1493.57,9.31,74.06,20.94,0,632.75,75.29,5.18,-0.08,0.06,0.16
4973.73,10.38,37.3,115.71,104.33,244.21,1539.78,9.99,73.26,21.67,0,653.44,73.5,4.8,-0.07,0.06,0.17
4974.74,9.95,37.68,115.52,104.67,244.25,1692.06,9.71,72.87,21.97,0,650.86,74.77,5.18,-0.07,0.05,0.15
4975.75,9.46,36.06,115.37,104.71,245.39,1561,9.13,74.49,21.82,0,648.27,73.21,4.8,-0.07,0.05,0.16
4976.76,12.32,36.92,115.41,104.67,245.53,1564.03,11.72,73.64,21.9,0,623.05,75.99,5.18,-0.07,0.05,0.16
4977.77,10.72,37,115.52,104.71,245.77,1589.03,9.48,73.55,21.13,0,628.87,65.96,5.18,-0.08,0.05,0.17
4978.78,10.85,37.3,115.48,104.75,245.67,1604.94,10.84,73.26,20.64,0,629.95,71.38,4.8,-0.07,0.06,0.16
4979.79,5.23,24.91,115.03,104.83,245.66,1448.87,6.33,85.65,101.23,29.63,630.6,70.06,5.56,-0.07,0.06,0.16
4980.8,9.75,24.78,114.8,104.71,245.78,1581.45,10.55,85.77,109.28,21.09,620.9,73.31,5.56,-0.07,0.05,0.16
4981.81,7.36,24.87,114.57,104.44,246.01,1430.69,6.89,85.69,117.86,26.73,608.83,74.82,5.18,-0.07,0.06,0.17
4982.82,8.02,24.82,114.38,104.29,245.66,1412.5,7.76,85.73,124.45,34.09,602.36,70.81,5.56,-0.07,0.05,0.14
4983.83,7.9,24.44,114.42,104.18,245.32,1407.96,7.99,86.11,118.05,30.46,612.71,87.77,5.56,-0.07,0.05,0.15
4984.84,8.23,25.21,114.42,104.02,245.49,1464.78,8.66,85.35,127.16,27.92,624.34,77.17,5.94,-0.07,0.06,0.16
4985.85,8.37,25.16,114.46,103.99,245.28,1420.84,8.01,85.39,125.41,32.96,622.62,80.14,5.56,-0.07,0.04,0.15
4986.86,8.01,24.52,114.46,104.02,245.07,1426.9,8.17,86.03,126.17,35.37,616.15,81.13,5.56,-0.08,0.06,0.16
4987.86,8.51,24.4,114.49,104.06,244.74,1443.56,8,86.16,123.92,33.9,608.83,73.83,5.94,-0.07,0.06,0.15
4988.87,8.95,24.01,114.49,104.02,244.77,1480.69,9.8,86.54,125.41,32.96,610.33,72.08,5.94,-0.08,0.05,0.15
4989.88,10.66,25.04,114.49,104.06,244.91,1453.41,8.5,85.52,127.73,33.26,608.18,73.73,5.94,-0.07,0.05,0.15
4990.89,8.3,25.29,114.49,103.99,245.16,1469.32,8.81,85.26,121.59,35.58,629.3,72.08,5.94,-0.07,0.04,0.14
4991.9,8.4,26.61,114.53,103.95,246.47,1700.4,8.25,83.94,128.23,31.1,616.37,83.81,6.33,-0.07,0.05,0.15
4992.91,8.7,26.36,114.57,103.83,244.87,1712.52,8.43,84.2,126.36,35.25,622.19,75.57,5.94,-0.07,0.05,0.14
4993.92,8.04,24.61,114.57,103.83,244.39,1421.59,8.1,85.94,129.41,32.75,615.29,86.35,5.94,-0.07,0.04,0.14
4994.93,8.73,24.99,114.53,103.8,244.7,1682.97,7.25,85.56,122.28,36.56,625.85,74.3,5.94,-0.07,0.05,0.15
4995.94,9.49,23.67,114.53,103.68,244.95,1522.36,9.52,86.88,123.88,32.9,615.29,81.74,5.94,-0.07,0.05,0.13
4996.95,9.11,26.99,114.46,103.53,244.8,1692.06,8.78,83.56,127.62,37.84,621.54,75.15,6.33,-0.07,0.06,0.13
4997.96,8.68,24.18,114.46,103.45,243.21,1420.08,8.47,86.37,127.39,32.71,611.41,79.67,6.71,-0.07,0.03,0.14
4998.97,9.52,27.16,114.42,103.45,242.41,1718.58,9.41,83.39,123.54,32.75,624.56,68.08,7.47,-0.07,0.07,0.14
4999.98,8.5,24.31,114.34,103.38,242.21,1461.75,8.16,86.24,125.44,33.87,608.4,72.04,7.47,-0.08,0.06,0.13
5000.99,8.51,26.61,114.38,103.3,242.3,1721.61,8.26,83.94,129.22,31.68,626.5,71.71,7.85,-0.07,0.06,0.12
5002,8.76,25.04,114.42,103.41,243.75,1478.42,8.47,85.52,122.66,32.2,604.52,75.29,7.85,-0.07,0.07,0.11
5003.01,6.77,35.64,115.14,103.26,245.42,1364.01,6.92,74.92,22.28,0,581.24,69.78,5.18,-0.08,0.05,0.14
5004.02,6.49,35.17,114.8,103.76,246.15,1638.27,5.21,75.38,22.62,0,608.18,67.85,4.42,-0.08,0.06,0.14
5005.03,6.87,33.72,114.57,103.95,246.04,1590.54,6.86,76.83,20.94,0,605.59,66.25,4.42,-0.07,0.06,0.16
