Depth,ROP(1 ft),WOB (k-lbs),Temp Out( degF),Temp In(degF),Pit Total (bbls),Pump Press (psi),ROP(1 min),Hookload (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gpm),Flow Out %,WH Pressure (psi),H2S Floor,H2S Cellar,H2S Pits
4614.37,6.47,23.79,114.91,104.1,245.47,1769.34,4.66,92.5,125.71,36.16,727.94,86.17,5.56,-0.08,0.05,0.18
4615.38,5.55,23.92,114.99,104.44,245.42,1759.49,4.75,92.37,137.26,37.57,726.65,87.01,5.94,-0.07,0.03,0.2
4616.39,6.17,23.79,114.99,104.6,244.75,1743.58,5.37,92.5,123.12,20.3,725.36,84.38,6.33,-0.07,0.03,0.2
4617.4,6.63,24.26,114.95,104.71,244.52,1745.1,7.1,92.03,126.21,35.52,724.71,81.55,6.33,-0.07,0.05,0.2
4618.41,7.35,24.26,114.91,104.67,244.27,1737.52,6.92,92.03,131.51,32.9,721.7,82.12,6.71,-0.08,0.03,0.19
4619.42,6.48,24.85,114.91,104.67,244.01,1729.19,6.53,91.44,128.53,32.87,719.33,83.48,6.33,-0.08,0.03,0.18
4620.43,6.77,24.64,114.87,104.67,243.75,1724.64,6.5,91.65,138.63,34.03,718.04,82.92,6.33,-0.08,0.02,0.18
4621.44,6.66,24.56,114.42,103.07,242.99,1746.61,7.06,91.73,136.77,47.54,723.42,86.21,6.33,-0.08,0.04,0.18
4622.45,5.71,24.6,114.49,103.53,243.54,1736.01,4.81,91.69,132.04,44.31,716.53,83.15,6.33,-0.08,0.04,0.18
4623.46,5.77,23.92,114.53,103.87,244.55,1711.76,6.34,92.37,134.52,45.47,713.52,79.05,6.33,-0.08,0.03,0.16
4624.46,5.85,23.79,114.38,103.95,244.36,1695.09,4.31,92.5,133.98,46.66,708.56,82.12,6.33,-0.07,0.05,0.17
4625.47,5.37,24.04,114.3,103.91,243.91,1662.52,4.77,92.25,135.78,46.96,700.16,81.97,5.94,-0.08,0.05,0.16
4626.48,6.17,24.3,114,103.07,243.56,1820.1,4.81,91.99,133.07,51.81,730.82,84.89,5.94,-0.08,0.04,0.15
4627.49,6.25,24.09,114.11,103.53,243.34,1814.04,6.34,92.2,126.89,52.24,732.33,84.71,6.33,-0.08,0.05,0.16
4628.5,6.47,23.96,114.23,103.76,243.03,1807.98,5.92,92.33,132.38,44.43,732.54,85.32,13.19,-0.08,0.03,0.17
4629.51,5.57,24.43,114.19,103.83,242.68,1799.65,5.97,91.86,136.42,46.05,731.47,81.93,6.71,-0.08,0.05,0.17
4630,6.63,23.19,114.19,103.95,242.62,1811.01,7,93.1,143.59,38.33,730.17,84.94,8.23,-0.07,0.04,0.17
4631.53,9.62,6.25,117.47,102.08,216.38,1905.71,8.96,110.04,169.13,39.37,724.35,78.25,-2.06,-0.07,-0.01,0.34
4632.54,9.25,5.39,116.74,104.1,216.47,1923.14,9.45,110.89,161.81,36.01,723.92,85.69,-1.3,-0.06,-0.02,0.32
4633.55,7.85,8.59,116.51,105.17,217.72,2049.66,7.22,107.7,160.59,38.91,725.86,90.59,-1.68,-0.07,-0.02,0.31
4634.56,8.05,9.4,116.55,105.74,219.64,1760.25,11.32,106.89,172.76,47.33,714.87,95.21,-1.3,-0.07,0,0.31
4635.57,11.91,9.7,116.63,105.89,220.4,1795.1,10.86,106.59,164.75,48.43,704.09,81.36,-0.92,-0.07,0,0.29
4636.58,14.25,9.06,116.67,105.97,220.76,1940.56,14.38,107.23,145.76,46.66,710.78,77.78,-0.54,-0.06,0,0.29
4637.59,15.26,9.1,116.74,106.05,221.44,1800.4,14.21,107.19,165.02,45.5,721.55,79.1,-0.54,-0.07,0.01,0.28
4638.6,12.7,11.14,116.78,106.08,222.38,2119.36,12.81,105.15,142.26,45.62,705.82,91.58,-0.54,-0.07,-0.01,0.28
4639.61,13.72,10.08,116.9,106.16,223.41,2004.2,12.92,106.21,154.27,47.57,710.99,90.22,-0.54,-0.07,0.01,0.28
4640.61,11.64,9.95,116.97,106.16,225.74,1764.8,11.52,106.34,167.15,48.7,721.12,83.34,-0.16,-0.07,0,0.28
4641.62,12.11,9.18,117.01,106.27,225.73,1759.49,11.44,107.11,168.68,52.76,720.69,87.91,-0.16,-0.07,0.01,0.28
4642.63,11.35,7.95,117.09,106.35,226.12,1767.07,10.55,108.34,153.31,52.82,711.21,92.85,-0.16,-0.07,0.01,0.27
4643.64,12.16,9.82,117.2,106.39,226.75,1804.19,12.98,106.47,160.14,52.18,707.33,72.93,-0.16,-0.06,-0.01,0.28
4644.65,11.01,8.8,117.2,106.43,227.38,1773.13,9.93,107.49,160.82,54.25,725.86,84.38,0.23,-0.06,0,0.29
4645.66,10.42,10.55,117.28,106.43,228.27,2015.57,10.01,105.74,152.13,52.7,714.44,88.61,0.61,-0.06,-0.01,0.27
4645.66,10.42,10.55,117.28,106.43,228.27,2015.57,10.01,105.74,152.13,52.7,714.44,88.61,0.61,-0.06,-0.01,0.27
4646.67,11.68,9.57,117.35,106.46,228.74,1801.16,10.81,106.72,161.01,50.41,726.08,80,0.61,-0.07,0,0.28
4646.67,11.68,9.57,117.35,106.46,228.74,1801.16,10.81,106.72,161.01,50.41,726.08,80,0.61,-0.07,0,0.28
4647.68,9.95,9.27,117.35,106.54,229.66,1771.61,9.58,107.02,141.49,53.77,713.15,89.37,0.61,-0.07,0.01,0.27
4648.69,11.57,8.46,117.35,106.58,230.36,1798.13,10.8,107.83,154.46,52.36,706.9,74.11,0.99,-0.07,0.01,0.28
4649.7,11.21,9.4,117.39,106.62,231.16,1759.49,11.3,106.89,148.2,54.5,717.46,94.22,0.61,-0.07,0.01,0.27
4650.71,14.3,9.06,117.39,106.58,231.6,1823.89,14.46,107.23,172.15,49.5,723.49,79.62,0.99,-0.07,0,0.29
4651.72,11.43,11.57,117.39,106.54,233.94,2102.69,10.33,104.72,146.34,54.41,720.26,88.1,0.99,-0.07,0.02,0.28
4652.73,8.59,7.99,117.39,106.62,234.63,1768.58,7.46,108.3,146.91,55.78,722.85,91.63,0.99,-0.07,0.02,0.28
4653.76,9.22,20.38,117.51,105.55,236.38,1614.03,4.72,95.91,46.18,0,670.69,78.21,0.99,-0.07,0,0.27
4654.77,16.41,19.32,117.66,105.78,236.65,1653.43,18.72,96.97,47.63,0,674.13,76.42,0.99,-0.07,0.01,0.28
4655.78,9.54,17.49,117.92,106.08,238.33,1595.85,6.84,98.8,47.82,0,687.93,79.34,1.37,-0.07,0.01,0.28
4656.79,10.98,22.34,118.15,106.24,239.31,1707.22,11.37,93.95,47.17,0,669.61,68.55,1.37,-0.07,0.01,0.28
4657.82,11.04,22.94,118.12,106.35,240.3,1690.55,12.05,93.35,46.64,0,666.37,74.25,1.37,-0.07,0.01,0.28
4658.83,11.34,20.42,117.35,106.08,242.33,1748.13,9.11,95.86,42.75,0,704.9,80.47,1.75,-0.07,0.02,0.27
4659.84,9.42,20.08,117.28,106.27,243.44,1747.37,8.61,96.21,42.79,0,700.81,78.4,1.75,-0.07,0.02,0.25
4660.85,8.95,21.7,117.24,106.16,244.18,1766.31,10.03,94.59,45.19,0,699.73,79.2,2.13,-0.07,0.02,0.27
4661.86,9.8,21.23,117.24,106.12,245.34,1735.25,8.71,95.06,45.3,0,695.42,79.85,2.13,-0.07,0.03,0.27
4662.87,9.19,22.09,117.16,106.05,246.36,1813.28,8.93,94.2,44.5,0,696.72,68.41,2.13,-0.07,0.02,0.27
4663.88,9.29,21.45,117.09,106.01,247.31,1716.31,9.37,94.84,47.02,0,708.99,91.11,2.51,-0.07,0.03,0.26
4664.89,8.12,21.96,116.97,106.01,248.64,1770.86,7.08,94.33,42.25,0,695.64,68.69,2.51,-0.07,0.03,0.25
4665.9,8.73,21.57,116.9,106.08,250.15,1800.4,8.79,94.72,47.59,0,697.15,71.9,2.51,-0.07,0.02,0.25
4666.91,8.06,21.7,116.86,106.2,250.74,1724.64,7.41,94.59,50.11,0,702.75,75.19,2.89,-0.07,0.03,0.23
4667.92,9,21.87,116.9,106.35,249.97,1695.85,8.14,94.42,44.31,0,715.02,68.13,2.51,-0.07,0.02,0.25
4668.93,9.89,21.15,116.9,106.62,248.04,1698.88,11.12,95.14,178.67,35.31,726.44,72.27,3.28,-0.06,0.02,0.24
4669.94,15.35,19.06,116.67,106.77,247.72,1694.34,15.83,97.23,172.91,37.54,706.41,66.86,3.28,-0.07,0.03,0.25
4670.95,15.61,19.45,116.63,106.62,247.97,1711.76,14.71,96.84,154.99,37.17,699.73,79.1,3.28,-0.07,0.02,0.23
4671.96,14.77,20,116.55,106.58,247.74,1720.1,14.72,96.29,161.93,38.21,701.89,71.19,3.28,-0.06,0.03,0.24
4672.97,17.42,18.85,116.59,106.46,247.7,1720.85,16.79,97.44,170.09,36.59,712.65,87.77,3.28,-0.06,0.02,0.25
4673.98,14.25,19.91,116.59,106.31,247.68,1673.12,13.07,96.38,169.59,34.39,705.12,75.19,3.28,-0.07,0.04,0.24
4674.99,14.45,19.19,116.67,106.27,247.38,1693.58,14.81,97.1,172.6,28.75,704.68,78.02,3.28,-0.06,0.03,0.25
4676,13.47,19.53,116.59,106.27,247.04,1698.13,13.09,96.76,174.05,32.56,702.75,78.35,3.28,-0.07,0.02,0.24
4677.01,13.21,19.28,116.63,106.24,246.53,1669.34,13.24,97.01,176.99,28.81,716.53,89.27,3.28,-0.06,0.02,0.24
4678.02,12.98,20.51,116.63,106.27,246.44,1763.28,12.73,95.78,170.93,28.5,704.25,71.76,3.66,-0.07,0.03,0.25
4679.03,12.15,15.67,116.59,106.2,246.36,1667.06,12.31,96.12,163.76,29.97,714.81,80.56,3.28,-0.07,0.02,0.25
4679.03,12.15,15.67,116.59,106.2,246.36,1667.06,12.31,96.12,163.76,29.97,714.81,80.56,3.28,-0.07,0.02,0.25
4680.04,13.23,14.52,116.59,106.12,246.37,1733.73,14.39,97.27,170.7,28.08,713.08,87.72,3.66,-0.07,0.03,0.3
4681.05,12.54,16.18,116.78,106.08,246.65,1729.95,12.36,95.61,167.57,28.47,699.95,76.09,4.04,-0.06,0.03,0.26
4682.06,13.56,14.56,116.93,106.01,246.29,1680.7,13.9,97.23,178.51,28.17,997.52,85.08,4.42,-0.07,0.02,0.25
4683.07,10.4,13.84,116.97,105.89,246.36,1835.25,10.05,97.95,170.47,30.21,710.5,75.1,5.18,-0.07,0.05,0.22
4684.08,15.01,14.9,117.16,105.93,246.23,1726.16,14.74,96.89,172.53,25.15,702.75,79.24,5.56,-0.06,0.03,0.2
4685.11,16.26,16.44,116.48,103.61,243.67,1844.35,6.01,95.35,169.55,21.91,713.36,80.7,4.8,-0.07,0.03,0.17
4686.12,17.04,19.37,116.55,103.99,245.29,2068.6,16.42,92.42,172.83,12.79,729.96,80.04,4.42,-0.07,0.04,0.16
4687.13,14.5,20.52,116.51,104.6,244.81,1860.26,14.18,91.27,160.98,14.5,709.91,65.35,4.8,-0.06,0.03,0.18
4688.15,13.69,20.23,116.55,104.9,244.38,1844.35,14.56,91.56,179.5,47.6,707.11,66.43,4.42,-0.07,0.04,0.18
4689.16,25.19,22.65,116.17,104.25,244.8,2106.48,17.27,89.14,184.16,40.4,725.58,82.77,4.42,-0.06,0.05,0.18
4690.17,11.85,19.42,116.17,104.71,245.33,2078.45,13.66,92.37,178.97,42.97,729.02,79.67,4.42,-0.07,0.04,0.19
4691.18,11.76,18.52,116.13,104.94,246.07,1835.25,11.94,93.27,191.17,42.6,712.01,78.87,4.42,-0.07,0.04,0.19
4692.19,12.57,17.33,116.13,105.05,245.81,1757.22,11.95,94.46,186.71,39.67,717.39,83.48,4.42,-0.06,0.04,0.18
4693.2,11.8,17.5,116.21,105.21,246.46,1797.37,10.81,94.29,180.19,43.48,712.22,80.09,4.42,-0.07,0.04,0.19
4694.21,12.25,16.44,116.17,105.24,246.93,1784.49,12.49,95.35,182.02,40.95,725.79,78.4,4.42,-0.06,0.03,0.19
4695.22,12.44,19.2,116.17,105.28,247.02,2031.48,11.67,92.59,191.09,41.38,725.58,80.7,4.42,-0.06,0.04,0.17
4696.23,13.02,19.46,116.13,105.24,247.34,2114.82,12.91,92.33,183.09,35.77,723.42,75.99,4.42,-0.06,0.05,0.18
4697.24,11.8,17.59,116.13,105.24,247.34,1795.1,11.2,94.2,179.01,41.9,710.28,75.99,4.42,-0.06,0.04,0.16
4698.25,10.92,18.22,116.09,105.13,247.55,2027.69,10.85,93.57,178.06,43.52,0,81.08,4.42,-0.07,0.03,0.15
4699.26,11.61,18.78,116.13,105.21,247.9,2087.54,10.64,93.01,180.38,43.73,0,76.32,4.8,-0.07,0.04,0.16
4700.27,10.85,18.39,116.13,105.24,248.36,1994.35,10.43,93.4,179.96,42.05,0,84.28,4.42,-0.07,0.04,0.16
4701.28,11.8,16.69,116.13,105.32,248.74,1743.58,10.91,95.1,185.3,42.63,0,81.5,4.8,-0.07,0.05,0.18
4702.29,10.85,19.25,116.13,105.28,248.85,2100.42,10.77,92.54,180.42,43.73,0,72.18,4.8,-0.07,0.05,0.17
4703.3,11.35,17.76,116.09,105.21,249.64,1807.22,10.95,94.03,180.04,44.64,0,70.86,4.8,-0.07,0.05,0.16
4704.31,9.77,17.07,116.09,105.24,250.63,1761.77,9.47,94.72,180.19,44.71,0,79.81,4.8,-0.07,0.03,0.17
4705.32,10.88,15.97,116.09,105.32,250.69,1835.25,10.81,95.82,180.5,42.45,0,75.85,4.8,-0.07,0.04,0.18
4706.33,11.45,18.48,116.09,105.44,250.64,1770.1,10.16,93.31,183.36,43.15,0,80,4.42,-0.07,0.04,0.18
4707.34,11.35,17.63,116.13,105.44,250.7,1891.32,10.86,94.16,180.15,39.3,0,92.48,4.8,-0.07,0.04,0.16
4708.35,11.91,18.86,116.13,105.44,250.77,1773.89,10.55,92.93,180.76,42.08,0,81.93,4.8,-0.07,0.05,0.17
4709.36,10.75,20.1,116.13,105.44,250.26,2105.72,10.78,91.69,182.33,43.06,0,76.7,4.8,-0.06,0.04,0.17
4710.37,11.87,18.22,116.17,105.44,249.84,2120.88,10.98,93.57,176.15,43.58,0,76.56,4.42,-0.07,0.04,0.18
4711.38,10.56,18.05,116.21,105.4,249.79,1785.25,10.6,93.74,184,37.99,0,90.87,4.42,-0.07,0.04,0.17
4712.39,12.04,17.67,116.17,105.36,249.71,1788.28,12.01,94.12,178.17,40.65,0,93.28,4.42,-0.07,0.03,0.18
4713.4,11.81,19.67,116.13,105.36,249.35,2011.02,11.19,92.12,179.35,42.05,0,83.15,4.8,-0.07,0.05,0.18
4714.41,11.61,18.91,116.17,105.32,249.22,1787.52,12.09,92.88,173.82,43,0,77.55,4.8,-0.07,0.05,0.18
4715.42,11.54,19.84,116.17,105.4,248.95,2124.67,10.51,91.95,176.42,43.58,0,82.63,4.8,-0.07,0.03,0.16
4716.42,11.91,18.22,116.17,105.4,248.86,1829.19,11.52,93.57,188.54,42.75,0,88.1,4.8,-0.07,0.05,0.16
4717.43,12.71,17.42,116.21,105.44,248.71,1780.71,12.24,94.37,173.79,34.42,0,90.59,5.56,-0.07,0.05,0.16
4718.45,13.49,22.78,115.87,102.19,246.47,1867.07,11.38,89.01,37.83,0,705.39,87.3,4.8,-0.08,0.04,0.16
4719.46,10.22,22.99,116.36,103.53,246.01,1856.47,4.17,88.8,37.18,0,701.72,76.61,4.8,-0.07,0.05,0.16
4720.47,8.35,25.04,116.32,104.25,246.24,1844.35,7.45,86.75,36.65,0,698.27,75.57,5.18,-0.07,0.04,0.18
4721.49,10.15,24.48,115.94,104.71,245.22,1853.44,9.29,87.31,33.91,0,695.47,81.03,4.8,-0.07,0.04,0.17
4722.5,7.38,25.12,115.79,104.79,245.3,1851.16,7.44,86.67,35.89,0,697.84,73.21,4.8,-0.08,0.04,0.17
4723.51,7.73,23.16,115.71,104.86,244.96,1843.59,7.36,88.63,36.19,0,696.33,82.54,4.8,-0.08,0.03,0.17
4724.52,4.88,16.48,115.68,104.9,243.57,1777.68,2.18,95.31,35.93,0,718.1,81.46,4.8,-0.07,0.05,0.16
4725.53,8.61,23.04,115.71,104.94,243.47,1857.23,6.75,88.75,36.04,0,695.47,76.09,5.18,-0.07,0.04,0.17
4726.54,6.87,27.12,115.71,104.94,243.23,1869.35,7.04,84.67,36.84,0,695.04,69.68,4.8,-0.07,0.05,0.17
4727.55,6.89,25.55,115.68,104.94,242.54,1836.77,6.67,86.24,35.66,0,694.83,79.05,5.18,-0.08,0.05,0.17
4728.56,6.26,17.54,115.37,104.86,242.05,1737.52,8.66,94.25,145.69,36.5,709.91,88.19,5.56,-0.07,0.04,0.16
4729.57,9.27,19.08,115.22,104.79,242.11,2043.6,9.61,92.71,145.76,36.25,706.9,85.55,5.56,-0.07,0.03,0.16
4730.58,8.21,18.44,115.03,104.52,242.04,1821.62,7.59,93.35,147.75,35.86,699.57,63.42,5.94,-0.07,0.05,0.16
4731.59,8.28,17.24,114.95,104.44,241.16,1758.73,8.72,94.54,142.6,35.34,708.4,87.67,5.94,-0.07,0.04,0.15
4732.6,8.63,17.29,115.03,104.44,240.58,1767.07,8.03,94.5,152.97,34.61,0,95.49,5.94,-0.07,0.04,0.17
4733.61,9.57,18.35,115.03,104.37,240.53,1839.04,10.01,93.44,152.93,34.39,0,92.29,5.56,-0.08,0.04,0.16
4734.62,9.88,18.56,115.07,104.22,240.35,1948.9,9.64,93.22,163.45,33.51,0,83.67,5.94,-0.07,0.05,0.17
4735.63,9.4,17.37,115.07,104.29,240.04,1763.28,9.17,94.42,153.85,32.01,710.34,91.35,5.56,-0.07,0.04,0.15
4736.64,10.57,18.05,115.1,104.33,239.64,1833.74,10.5,93.74,151.22,45.13,697.41,75.52,5.94,-0.07,0.06,0.16
4737.65,9.88,17.63,115.07,104.29,239.21,1930.71,10.07,94.16,155.33,60.11,728.66,86.64,5.94,-0.07,0.04,0.16
4738.66,11.68,18.74,115.07,104.29,238.87,1814.04,12.43,93.05,158.35,60.72,721.98,96.2,5.94,-0.07,0.04,0.16
4739.67,9.72,18.05,115.03,104.22,240.39,2108.76,9.5,93.74,186.86,52.06,730.39,80.99,5.94,-0.07,0.06,0.16
4740.68,10.95,18.1,115.03,104.25,240.28,1826.92,11.17,93.69,186.98,55.29,716.16,83.25,5.94,-0.07,0.04,0.16
4741.69,10.69,18.31,115.1,104.41,239.02,2103.45,9.75,93.48,187.47,56.42,737.07,89.08,6.33,-0.07,0.04,0.16
4742.7,10.51,17.2,115.1,104.52,239.06,1786.77,10.97,94.59,194.41,54.8,727.37,92.85,5.94,-0.07,0.03,0.16
4743.71,11.56,18.82,115.14,104.56,238.92,1800.4,10.5,92.97,194.03,55.47,729.31,77.17,5.94,-0.07,0.03,0.15
4744.72,9.95,19.03,115.14,104.56,237.62,2033.75,10.8,92.76,189.46,57.7,718.32,92.19,5.56,-0.07,0.03,0.15
4745.73,12.34,18.61,115.26,104.56,236.52,1988.29,12.63,93.18,195.94,61.33,720.26,79.29,5.94,-0.07,0.04,0.15
4746.74,10.45,18.27,115.26,104.83,236.06,1934.5,10.51,93.52,194.68,58.98,720.26,87.01,5.56,-0.07,0.04,0.15
4747.75,11.69,18.39,115.26,105.02,235.82,1814.8,12.67,93.4,201.62,57.58,0,91.67,5.18,-0.07,0.04,0.14
4748.76,10.04,18.78,115.22,105.17,235.55,1797.37,9.98,93.01,197.8,57.52,0,91.63,4.8,-0.07,0.03,0.16
4749.77,11.04,18.01,115.29,105.24,235.45,1832.22,10.57,93.78,198.68,57.92,717.24,84.94,4.8,-0.07,0.04,0.15
4750.77,12.62,18.78,114.91,103.26,232.74,1917.83,12.24,93.01,191.06,61.7,708.19,73.26,2.89,-0.06,0.04,0.16
4751.79,12.82,20.27,115.07,103.99,232.63,1972.38,12.3,91.52,193.31,62.43,714.22,85.6,2.89,-0.07,0.05,0.17
4752.8,11.58,19.93,115.18,104.52,232.66,1848.89,10.61,91.86,200.13,54.65,712.72,85.98,2.89,-0.07,0.04,0.17
4753.81,11.5,21.89,115.33,104.9,232.63,2167.85,10.98,89.9,204.9,57.24,724.57,77.31,3.28,-0.06,0.04,0.16
4754.81,13.87,19.33,115.37,105.17,232.6,1845.86,12.2,92.46,198.64,54.71,707.33,80.8,2.89,-0.05,0.04,0.17
4755.82,11.5,20.95,115.41,105.28,232.31,1956.47,11.57,90.84,206.12,57.12,715.95,76.94,2.89,-0.05,0.03,0.17
4756.83,13.17,19.46,115.48,105.44,231.93,1918.59,13.73,92.33,209.81,57.52,733.41,78.54,2.51,-0.07,0.04,0.17
4757.84,11.21,20.27,115.56,105.55,231.74,1885.26,11.77,91.52,203.75,59.08,728.02,83.01,2.13,-0.07,0.03,0.18
4758.85,13.03,20.4,115.64,105.66,231.85,1878.44,13.43,91.39,206.76,57.18,734.48,82.02,2.13,-0.07,0.03,0.18
4759.86,11.32,20.23,115.68,105.7,231.88,1873.14,10.55,91.56,208.63,59.23,734.92,76.42,2.51,-0.06,0.03,0.18
4760.87,12.7,21.5,115.75,105.82,231.74,1944.35,12.54,90.29,210.2,55.72,715.09,70.3,2.89,-0.05,0.03,0.18
4761.88,11.96,19.93,115.79,105.97,231.67,1873.89,11.18,91.86,204.55,56.57,0,87.91,2.51,-0.06,0.04,0.18
4762.89,11.39,19.76,115.83,106.05,231.56,1934.5,11.99,92.03,205.89,57.92,716.16,73.12,2.89,-0.06,0.03,0.18
4763.9,11.69,19.59,115.9,106.2,231.08,1947.38,11.06,92.2,204.21,56.88,715.73,83.43,2.89,-0.06,0.04,0.18
4764.91,11.82,19.84,115.94,106.31,230.99,1873.14,12.59,91.95,203.87,56.54,730.17,93.84,2.89,-0.05,0.04,0.2
4765.92,13.13,19.08,116.06,106.35,230.92,1900.41,13.34,92.71,204.06,53.06,724.14,87.86,2.51,-0.05,0.04,0.2
4766.93,11.87,21.76,116.13,106.46,230.84,2200.43,11.68,90.03,196.32,59.59,727.37,90.07,2.51,-0.06,0.05,0.19
4767.94,11.16,20.91,116.21,106.58,230.68,1891.77,9.14,90.88,210.2,59.72,729.1,92.95,2.51,-0.06,0.03,0.2
4769.3,10,19.76,115.83,106.39,238.36,1890.18,1.59,92.03,45.57,0,37.01,6.58,2.13,-0.06,0.05,0.21
4770.3,11.87,17.12,113.85,100.21,227.97,1392.05,0.07,94.67,200.66,52.39,603.25,75.1,1.37,-0.05,0.03,0.22
4771.32,14.21,19.12,113.96,101.55,228.64,1576.91,8.32,92.67,217.21,57.61,679.95,83.95,0.99,-0.05,0.04,0.24
4772.33,12.01,21.2,114.07,101.7,230.9,1364.01,9.68,90.59,213.74,55.84,604.73,74.49,0.23,-0.06,0.04,0.25
4773.34,11.73,18.39,114.42,102.27,230.88,1468.57,11.32,93.4,216.49,56.12,604.95,70.25,0.23,-0.05,0.03,0.26
4774.35,13.02,20.99,114.23,102.77,231.23,1535.24,12.66,90.8,213.74,56.85,608.18,80.84,-0.16,-0.06,0.03,0.26
4775.36,12.4,21.84,114.07,103.19,231.2,1615.54,11.47,89.95,226.97,55.87,610.98,72.89,-0.16,-0.05,0.04,0.25
4776.37,13.04,21.93,114.04,103.49,231.53,1615.54,13.23,89.86,221.21,57.46,599.99,80.37,-0.16,-0.04,0.02,0.27
4777.38,12.62,21.46,113.88,103.68,231.33,1583.72,12.5,90.33,224.61,56.24,606.89,77.12,-0.16,-0.05,0.02,0.27
4778.39,12.32,20.31,113.81,103.76,231.89,1533.72,12.61,91.48,217.1,58.1,608.83,73.69,-0.92,-0.05,0.03,0.26
4779.4,13.27,18.56,113.77,103.87,232.23,1329.92,12.79,93.22,209.47,58.95,594.6,84.56,-0.92,-0.06,0.03,0.28
4780.41,12.32,19.5,113.73,103.91,232.82,1360.23,11.34,92.29,216.33,58.83,584.47,74.82,-0.92,-0.05,0.02,0.28
4781.42,12.72,18.31,113.81,103.91,233.1,1467.81,11.16,93.48,221.33,57.46,609.9,70.15,-1.3,-0.05,0.02,0.29
4782.43,12.3,36.32,114.23,101.89,231.14,1478.42,10.78,75.47,59.91,0,581.06,78.35,-3.21,-0.06,0.01,0.32
4783.44,5.6,41.51,114.68,103.22,231.2,1362.5,8.99,70.28,46.98,0,561.9,65.4,-3.59,-0.05,0.02,0.33
4784.44,23.41,40.75,114.49,103.8,231.52,1392.05,15.76,71.04,49.8,0,564.48,70.58,-3.59,-0.06,0.01,0.31
4785.45,11.37,42.03,114.3,103.83,231.16,1360.23,11.12,69.76,48.2,0,559.74,71,-3.59,-0.06,0.02,0.32
4786.46,10.48,42.32,114.07,103.91,230.78,1373.11,10.2,69.47,46.37,0,560.39,73.17,-3.97,-0.06,0.02,0.33
4787.5,10.71,39.77,114,103.83,230.47,1393.56,15.64,72.02,51.52,0,574.6,76.84,-3.97,-0.05,0.03,0.33
4788.53,10.49,41.47,113.96,103.76,230.46,1374.62,9.52,70.32,59.87,0,558.88,64.5,-3.97,-0.06,0.02,0.32
4789.54,10.72,42.15,113.88,103.68,230.42,1639.79,11.12,69.64,56.09,0,577.83,73.64,-3.97,-0.06,0,0.34
4790.55,10.6,41.47,113.85,103.57,230.43,1370.83,10.64,70.32,51.71,0,556.3,70.53,-3.97,-0.05,0.02,0.34
4791.56,10.84,40.62,113.85,103.49,230.33,1353.41,10.93,71.17,53.43,0,556.08,67.33,-3.97,-0.07,0.02,0.33
4792.57,10.94,42.11,113.85,103.34,230.09,1387.5,10.55,69.68,52.55,0,559.53,63.84,-3.97,-0.06,0.01,0.34
4793.6,10.19,41.17,113.77,103.38,230.31,1376.14,9.86,70.62,49.23,0,557.16,65.16,-3.97,-0.07,0.01,0.34
4794.61,9.81,40.75,113.73,103.26,230.36,1388.26,8.93,71.04,54.19,0,562.76,70.25,-3.97,-0.06,0,0.35
4795.62,10.64,40.83,113.73,103.34,231.4,1407.96,10.33,70.96,54.34,0,561.47,68.65,-3.97,-0.07,0.02,0.34
4796.66,10.87,40.66,113.69,103.34,230.87,1361.74,9.75,71.13,48.93,0,558.88,69.35,-3.97,-0.07,0.01,0.34
4797.66,10.69,19.84,112.66,102.42,229.24,1368.56,6.43,91.95,220.11,56.51,574.34,66.15,-3.21,-0.05,0.01,0.33
4798.67,13.08,20.99,112.51,102.58,229.03,1360.23,12.48,90.8,229.14,57.82,572.62,67.8,-3.21,-0.05,0.01,0.35
4799.68,11.86,20.44,112.36,102.5,228.58,1373.11,11.54,91.35,219.08,57.85,575.63,66.57,-3.21,-0.05,0.02,0.35
4800.7,12.22,18.52,112.28,102.46,227.24,1354.17,12.52,93.27,221.4,56.48,571.32,64.74,-3.21,-0.05,0.02,0.35
4801.71,12.41,18.35,112.28,102.39,226.28,1359.47,11.91,93.44,217.17,57.03,571.75,63.37,-3.59,-0.05,0.01,0.35
4802.72,12.82,19.08,112.21,102.35,225.72,1396.59,12.58,92.71,219.46,59.32,577.57,62.15,-3.21,-0.05,0.01,0.34
4803.73,12.1,19.97,112.21,102.27,225.45,1354.17,11.58,91.82,223.92,56.05,574.99,69.35,-3.21,-0.05,0.01,0.34
4804.74,12.72,19.16,112.24,102.27,225.79,1335.22,12.92,92.63,233.45,54.62,570.68,68.41,-3.21,-0.06,0,0.34
4805.75,12.29,18.27,112.28,102.23,225.17,1404.93,11.49,93.52,221.52,57.82,588.78,70.62,-3.21,-0.05,0.01,0.33
4806.77,12.14,19.84,112.32,102.23,224.95,1373.86,12.26,91.95,217.63,55.99,581.88,70.25,-3.21,-0.05,0.02,0.34
4807.78,12.55,17.16,112.32,102.23,224.47,1446.6,11.65,94.63,227.31,55.84,592.23,70.67,-3.21,-0.05,0,0.33
4808.79,11.4,19.12,112.36,102.16,224.51,1339.01,11.03,92.67,216.83,58.34,576.5,75.05,-3.21,-0.05,0,0.34
